589,2400,CHATEAU THIERRY
590,2270,CHATILLON LES SONS
591,2240,CHATILLON SUR OISE
592,2160,CHAUDARDES
593,2200,CHAUDUN
594,2300,CHAUNY
595,2000,CHAVIGNON
596,2880,CHAVIGNY
597,2370,CHAVONNE
598,2860,CHERET
599,2860,CHERMIZY AILLES
600,2220,CHERY CHARTREUVE
601,2000,CHERY LES POUILLY
602,2360,CHERY LES ROZOY
603,2250,CHEVENNES
604,2000,CHEVREGNY
605,2270,CHEVRESIS MONCEAU
606,2810,CHEZY EN ORXOIS
607,2570,CHEZY SUR MARNE
608,2400,CHIERRY
609,2120,CHIGNY
610,2350,CHIVRES EN LAONNOIS
611,2880,CHIVRES VAL
612,2000,CHIVY LES ETOUVELLES
613,2210,CHOUY
614,2130,CIERGES
615,2250,CILLY
616,2220,CIRY SALSOGNE
617,2000,CLACY ET THIERRET
618,2260,CLAIRFONTAINE
619,2880,CLAMECY
620,2440,CLASTRES
621,2340,CLERMONT LES FERMES
622,2600,COEUVRES ET VALSERY
623,2210,COINCY
624,2360,COINGT
625,2860,COLLIGIS CRANDELAIN
626,2120,COLONFAY
627,2300,COMMENCHON
628,2160,CONCEVREUX
629,2330,CONDE EN BRIE
630,2370,CONDE SUR AISNE
631,2190,CONDE SUR SUIPPE
632,2700,CONDREN
633,2330,CONNIGIS
634,2680,CONTESCOURT
635,2820,CORBENY
636,2600,CORCY
637,2380,COUCY LE CHATEAU AUFFRIQUE
638,2840,COUCY LES EPPES
639,2380,COUCY LA VILLE
640,2130,COULONGES COHAN
641,2310,COUPRU
642,2800,COURBES
643,2330,COURBOIN
644,2220,COURCELLES SUR VESLE
645,2810,COURCHAMPS
646,2200,COURMELLES
647,2130,COURMONT
648,2850,COURTEMONT VARENNES
649,2820,COURTRIZY ET FUSSIGNY
650,2220,COUVRELLES
651,2270,COUVRON ET AUMENCOURT
652,2600,COYOLLES
653,2130,CRAMAILLE
654,2160,CRAONNE
655,2160,CRAONNELLE
656,2380,CRECY AU MONT
657,2270,CRECY SUR SERRE
658,2870,CREPY
659,2650,CREZANCY
660,2110,CROIX FONSOMME
661,2210,LA CROIX SUR OURCQ
662,2310,CROUTTES SUR MARNE
663,2880,CROUY
664,2120,CRUPILLY
665,2880,CUFFIES
666,2480,CUGNY
667,2350,CUIRIEUX
668,2220,CUIRY HOUSSE
669,2160,CUIRY LES CHAUDARDES
670,2360,CUIRY LES IVIERS
671,2160,CUISSY ET GENY
672,2200,CUISY EN ALMONT
673,2600,CUTRY
674,2220,CYS LA COMMUNE
675,2140,DAGNY LAMBERCY
676,2680,DALLON
677,2470,DAMMARD
678,2600,DAMPLEUX
679,2800,DANIZY
680,2270,DERCY
681,2700,DEUILLET
682,2220,DHUIZEL
683,2340,DIZY LE GROS
684,2360,DOHIS
685,2360,DOLIGNON
686,2600,DOMMIERS
687,2310,DOMPTIN
688,2450,DORENGT
689,2590,DOUCHY
690,2130,DRAVEGNY
691,2210,DROIZY
692,2480,DURY
693,2350,EBOULEAU
694,2500,EFFRY
695,2260,ENGLANCOURT
696,2290,EPAGNY
697,2500,EPARCY
698,2400,EPAUX BEZU
699,2400,EPIEDS
700,2540,L EPINE AUX BOIS
701,2840,EPPES
702,2250,ERLON
703,2260,ERLOY
704,2170,ESQUEHERIES
705,2690,ESSIGNY LE GRAND
706,2100,ESSIGNY LE PETIT
707,2570,ESSISES
708,2400,ESSOMES SUR MARNE
709,2420,ESTREES
710,2400,ETAMPES SUR MARNE
